id,week,name,artist,kana,year,nation,label,producer,corner,youtube
278,34,あなたに,MONGOL800,,2001,JPN,HIGH WAVE,,,0jFIrBvuuQ0
279,34,Heart Breaker,Condition Green,,1977,JPN,SEE-SAW,,,
280,34,五穀豊穣,パーシャクラブ,,1996,JPN,Eastworld,,,
281,34,上海ハニー,ORANGE RANGE,,2003,JPN,gr8! records,シライシ紗トリ,,
282,34,さよなら,かりゆし58,,2009,JPN,LD&K Records,,,Quv9IhgPswc
283,34,Parametric E.Q,caino,,2015,JPN,VAA,,,C132CaIZJBI
284,34,バリバリHOT,ホイフェスタ,,2005,JPN,ソニー・ミュージックレコーズ,,ちょっぴりタイムマシン,
285,35,夏が終わる,スピッツ,,1993,JPN,ポリドール,笹路正徳,漫遊前の一曲,
286,35,It's Still Rock and Roll to Me,Billy Joel,,1980,US,Columbia,Phil Ramone,,5eAQa4MOGkE
287,35,Wonder Woman,Attila,,1970,US,Epic,,,
288,35,Los Angelenos,Billy Joel,,1974,US,Columbia,Michael Stewart,,Wo2TKojbMN8
289,35,Prelude/Angry Young Man,Billy Joel,,1976,US,Columbia,,,M2iNLt_hUZg
290,35,You May Be Right,Billy Joel,,1980,US,Columbia,Phil Ramone,,Jo9t5XK0FhA
291,35,Shades of Grey,Billy Joel,,1993,US,Columbia,,,CopYqp0HZkY
292,35,夢ゴゴチ,江口洋介,えぐちようすけ,1991,JPN,ポリドール,,ちょっぴりタイムマシン,
293,36,ルナルナ,スピッツ,,1995,JPN,ポリドール,笹路正徳,漫遊前の一曲,
294,36,Exotic Lollipop (and other red roses) -奇妙なロリポップ-,Flipper’s Guitar,,1989,JPN,ポリスター,,,
295,36,Oblivious,Aztec Camera,,1983,UK,Rough Trade,,,eiLAIXl3-_Y
296,36,BODY FRESHER,ORIGINAL LOVE,,1991,JPN,Eastworld,,,
297,36,Carnival,The Cardigans,,1995,SWE,Trampolene,Tore Johansson,,7bK5EPjGri4
298,36,ラ・ブーム〜だってMY BOOM IS ME〜,カジヒデキ,,1997,JPN,トラットリア,,,9mnZecT4aYw
299,36,DUMBO,Suchmos,,2017,JPN,SPACE SHOWER MUSIC,金子悟,,
300,36,Knock Away,Attractions,,2017,JPN,GIMMICK-MAGIC,,,RhqkazxbeJw
301,36,An apple a day,bice,,2001,JPN,徳間ジャパン,,ちょっぴりタイムマシン,
302,37,旅人,スピッツ,,1996,JPN,ポリドール,笹路正徳,漫遊前の一曲,
303,37,Cemburu,Dewa,,2000,IDN,Aquarius Musikindo,Dhani Ahmad,,BW9sCb1_Lyo
304,37,新幹線,旺福,わんふー,2003,TWN,角頭音樂,,,r6MNehCIxmo
305,37,Banda Ng Bayan,Rivermaya,,2007,PHL,Warner Music Philippines,,,KqSC7t-tNsA
306,37,Long-D,Neon Bunny,,2011,KOR,Mirrorball Music,,,ISrAo89aCZ0
307,37,แสงสุดท้าย,Bodyslam,,2012,THA,genie records,,,JtvTnTppIik
308,37,Blue Day Dreaming 白日梦蓝,Hedgehog,,2009,CHN,Modern Sky,,,FsrTwBlNUjk
309,37,ハートにOK!,ザ・ファントムギフト,,1987,JPN,MIDI,小西康陽,ちょっぴりタイムマシン,
310,38,ネズミの進化,スピッツ,,2007,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
311,38,Saturday Night,Bay City Rollers,,1975,UK,Arista,Bill Martin,,7BKKaKT_dtM
312,38,Anyway You Want It,Angel,,1976,US,Casablanca,Derek Lawrence,,
313,38,Sick as a Dog,Aerosmith,,1976,US,Columbia,Jack Douglas,,iItP6hXZOlU
314,38,"Roots, Rock, Reggae",Bob Marley and the Wailers,,1976,JAM,Island,,,2jN1bqGr3ZY
315,38,Dark Cloud,Natural Gas,,1976,US,Private Stock,Felix Pappalardi,,x-K2jFkM0NM
316,38,Round & Round,The Edgar Winter Group,,1972,US,Epic,Rick Derringer,,
317,38,おしゃべり！おしゃべり！,小島麻由美,こじままゆみ,1995,JPN,ポニーキャニオン,,ちょっぴりタイムマシン,
318,39,君が思い出になる前に,スピッツ,,1993,JPN,ポリドール,笹路正徳,漫遊前の一曲,LrwC2Xu2POs
319,39,虹の都へ,高野寛,たかのひろし,1990,JPN,東芝EMI,Todd Rundgren,,
320,39,全部あとまわし,The ピーズ,,1989,JPN,ビクター,,,
321,39,コッペル,DOG HAIR DRESSERS,,1999,JPN,SO What? Records,根岸孝旨,,MNIgxUYIAFI
322,39,子供の十字軍,さねよしいさ子,,1993,JPN,フォーライフ,,,
323,39,旅に出よう,寺田十三夫,てらだとみお,1972,JPN,ポリドール,,,
324,39,午前8時の脱走計画,Cymbals,,1999,JPN,ビクター,,,
325,39,町蔵・町子・破壊,0、8秒と衝撃。,,2011,JPN,EVOL RECORDS,,ちょっぴりタイムマシン,RzjuBm0Z0I4
326,40,楓,スピッツ,,1998,JPN,ポリドール,棚谷祐一,漫遊前の一曲,YapsFDcGe_s
327,40,Fire and Water,Free,,1970,UK,Island,Roy Thomas Baker,,n3Jyn3pIzu0
328,40,Wishing Well,Free,,1973,UK,Island,Andy Johns,,zP-QZD9DcdE
329,40,Can’t Get Enough,Bad Company,,1974,UK,Island,,,7p9mzYB--uI
330,40,Painted Face,Bad Company,,1982,UK,Swan Song Records,,,VZMT3F6MLUk
331,40,We Are the Champion,Queen + Paul Rodgers,,2005,UK,Parlophone,Joshua J. Macrae,,k6AcfSKdy3A
332,40,Guardian of the Universe,Free,,1972,UK,Island,,,o93ywNZMsZs
333,40,おもちゃの血,ローザ・ルクセンブルグ,,1986,JPN,MIDI,,ちょっぴりタイムマシン,
334,41,不死身のビーナス,スピッツ,,1994,JPN,ポリドール,笹路正徳,漫遊前の一曲,
335,41,危険なふたり,沢田研二,さわだけんじ,1973,JPN,ポリドール,佐々木幸男,,
336,41,少女A,中森明菜,なかもりあきな,1982,JPN,リプリーズ・レコード,小田洋雄,,
337,41,春一番,キャンディーズ,,1976,JPN,CBS・ソニー,,,
338,41,男達のメロディー,SHOGUN,,1979,JPN,CBS・ソニー,,,
339,41,チェリーブラッサム,松田聖子,まつだせいこ,1981,JPN,CBS・ソニー,,,
340,41,大都会,クリスタルキング,,1979,JPN,キャニオンレコード,,,
341,41,闘牛士,Char,,1978,JPN,SEE-SAW,,ちょっぴりタイムマシン,
342,42,僕の天使マリ,スピッツ,,1992,JPN,ポリドール,,漫遊前の一曲,
343,42,Fiesta,The Pogues,,1988,UK,Pogue Mahone,Steve Lillywhite,,6pYI9t-I6qo
344,42,大迷惑,UNICORN,,1989,JPN,CBS・ソニー,笹路正徳,,9vEw-r3mmfk
345,42,ざまぁカンカン娘,GO-BANG'S,,1988,JPN,ポニーキャニオン,,,
346,42,Needles,System of a Down,,2001,US,Columbia,,,
347,42,憧れてきたんだ,あいみょん,,2017,JPN,unBORDE,,,
348,42,車輪の唄,BUMP OF CHICKEN,,2004,JPN,トイズファクトリー,,,x9S9oygUEW0
349,42,A Well Respected Man,The Kinks,,1965,UK,Reprise Records,Shel Talmy,,Gz3Pevx6FRk
350,42,チョイスで会おうぜ,ニューロティカ,,1989,JPN,キャプテンレコード,,ちょっぴりタイムマシン,J4YZS2OdW_U
351,43,うめぼし,スピッツ,,1991,JPN,ポリドール,高橋信彦,漫遊前の一曲,
352,43,yonige,アボカド,,2015,JPN,small indies table,,,F3tnfgZhJME
353,43,空芯菜,キュウソネコカミ,,2013,JPN,Exxentric Records,,,
354,43,Vegetable,Radiohead,,1993,UK,Parlophone,,,
355,43,ポテトサラダ,ZAZEN BOYS,,2012,JPN,Matsuri Studio,,,
356,43,Hot Dog,Led Zeppelin,,1979,UK,Swan Song Records,,,QOLTwt-bqoU
357,43,SPAGHETTI HAIR,BLANKY JET CITY,,1997,JPN,ポリドール,,,
358,43,バウムクーヘン,フジファブリック,,2009,JPN,EMIミュージック・ジャパン,,,
359,43,孤独,平野レミ,ひらのれみ,1988,JPN,アポロン,,ちょっぴりタイムマシン,
360,44,ハイファイ・ローファイ,スピッツ,,1999,JPN,ポリドール,,漫遊前の一曲,
361,44,While You See a Chance,Steve Winwood,,1980,UK,Island,,クジヒロコ選曲,0j6g_uUhH2c
362,44,Pump It Up,Elvis Costello,,1978,UK,Radar,Nick Lowe,クジヒロコ選曲,3Y71iDvCYXA
363,44,Revue,Squeeze,,1978,UK,A&M,John Wood,クジヒロコ選曲,jMf544DZlPg
364,44,In Between Days,The Cure,,1985,UK,Fiction,,クジヒロコ選曲,scif2vfg1ug
365,44,A Beautiful Sea,Sing Street,,2016,IRE,Decca Records,,クジヒロコ選曲,CiFQxM3isl8
366,44,Little Jの嘆き,GREAT3,,1996,JPN,東芝EMI,,クジヒロコ選曲,wbfFgR3tc4I
367,44,EVERY PLANETS SON,ヴィーナス・ペーター,,1992,JPN,WONDER RELEASE RECORDS,,クジヒロコ選曲,
368,45,ハチミツ,スピッツ,,1995,JPN,ポリドール,笹路正徳,漫遊前の一曲,6J1sPwGCH5w
369,45,Surrender,Cheap Trick,,1978,US,Epic,Tom Werman,,ZbkypX1OhZ0
370,45,Go All the Way,Raspberries,,1972,US,Capitol Records,Jimmy Ienner,,R5u25XGGo-E
371,45,Down About It,The Lemonheads,,1993,US,Atlantic,,,pCEDp1jxZAk
372,45,Mr. Tomorrow,Gigolo Aunts,,2002,US,Bittersweet,,,
373,45,Writing to Reach You,Travis,,1999,UK,Independiente,Nigel Godrich,,UeCcuH-EsuM
374,45,If This Ain't Really Love,The Szuters,,1998,US,Victor,,,
375,45,In the Street,Big Star,,1972,US,Ardent,John Fry,,RODxsYyXkys
376,45,地球はメリー・ゴーランド,ガロ,,1971,JPN,マッシュルーム,ミッキー・カーチス,ちょっぴりタイムマシン,
377,46,テレビ,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
378,46,Debaser,Pixies,,1989,US,4AD,Gil Norton,,PVyS9JwtFoQ
379,46,Bone Machine,Pixies,,1988,US,4AD,Steve Albini,,HfLk4o6ybCU
380,46,Here Comes Your Man,Pixies,,1989,US,4AD,Gil Norton,,tPgf_btTFlc
381,46,Something Against You,Pixies,,1988,US,4AD,Steve Albini,,ApUZ5DEyBHM
382,46,Velouria,Pixies,,1990,US,4AD,Gil Norton,,nc0Mv4Iyxvc
383,46,Bel Esprit,Pixies,,2016,US,Pixiesmusic,Tom Dalgety,,0O6Q6vb4KBk
384,46,Broken Face,Pixies,,1988,US,4AD,Steve Albini,,
385,46,Allison,Pixies,,1990,US,4AD,Gil Norton,,n37Bdr559to
386,46,できない,ふくろうず,,2010,JPN,SPACE SHOWER MUSIC,,ちょっぴりタイムマシン,_DGp6LhmXoc
387,47,涙がキラリ☆,スピッツ,,1995,JPN,ポリドール,笹路正徳,漫遊前の一曲,hGsNLE45uWE
388,47,ミサイルマン,THE HIGH-LOWS,,1995,JPN,キティレコード,,,
389,47,Garden,Spiral Life,,1995,JPN,ポリスター,,,bezCXU9hdCs
390,47,とまどいの時を越えて,FLYING KIDS,,1995,JPN,ビクターエンタテイメント,,,
391,47,Heavy Metal Thunder,Cornelius,,1995,JPN,ポリスター,,,
392,47,レミレミ,神森徹也,かみもりてつや,1995,JPN,EMIミュージック・ジャパン,,,
393,47,ノーコメント,TRANSISTOR GLAMOUR,,1995,JPN,日本コロムビア,,ちょっぴりタイムマシン,
394,48,ヘビーメロウ,スピッツ,,2017,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,BASmTe-x-Ok
395,48,Back in Black,AC/DC,,1980,AUS,Albert,Robert John “Mutt” Lange,,pAgnJDJN4VA
396,48,Are You Gonna Be My Girl,Jet,,2003,AUS,Elektra,Dave Sardy,,tuK6n2Lkza0
397,48,What You Need,INXS,,1985,AUS,Atlantic,Chris Thomas,,FoEPrbdfmT4
398,48,"Hey, St. Peter",Flash & the Pan,,1978,AUS,Albert,Harry Vanda,,ffNImKTmiws
399,48,Lonesome Loser,Little River Band,,1979,AUS,Capitol Records,John Boylan,,ay1FBKsF2Nk
400,48,The Less I Know The Better,Tame Impala,,2015,AUS,Modular,,,sBzrzS1Ag_g
401,48,Butch & The Sundance Kid,Psysalia Psysalis Psyche,,2008,JPN,Acid Rain,,ちょっぴりタイムマシン,
402,49,エスカルゴ,スピッツ,,2002,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
403,49,Angel from the Coast,Thin Lizzy,,1976,IRE,Vertigo,,,skZXB37hk0M
404,49,Look What the Wind Blew In,Thin Lizzy,,1971,IRE,Decca Records,Scott English,,KTjF-yfUtn4
405,49,The Rocker,Thin Lizzy,,1973,IRE,Decca Records,NickTauber,,BF3NnFruoWQ
406,49,King's Vengeance,Thin Lizzy,,1975,IRE,Vertigo,Phil Lynott,,cxisFycOcxA
407,49,S & M,Thin Lizzy,,1979,IRE,Vertigo,Tony Visconti,,D4Ix_8YxQWo
408,49,Cowboy Song (Live 1978),Thin Lizzy,,1978,IRE,Vertigo,Tony Visconti,,I_5lv00BmoU
409,49,捨てちまえ,THEATRE BROOK,,1997,JPN,エピックレコードジャパン,,ちょっぴりタイムマシン,
410,50,ウサギのバイク,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
411,50,This Is the Sound,The Juliana Hatfield Three,,1993,US,Mammoth,Scott Litt,,
412,50,美しい棘,GLIM SPANKY,,2017,JPN,ユニバーサル,,,aoHztp815sw
413,50,Motorcrash,The Sugarcubes,,1988,ISL,One Little Indian,,,vz9WNOkVTWo
414,50,チューチュー ラブリー ムニムニ ムラムラ プリンプリン ボロン ヌルル　レロレロ,マキシマム ザ ホルモン,,2007,JPN,VAP,,,
415,50,Beautiful Dream,"Suddenly, Tammy!",,1995,US,Warner Bros.,,,fe2L1HXq7u0
416,50,タマシイレボリューション,Superfly,,2010,JPN,ワーナーミュージック・ジャパン,,,Z2tedgbqJJs
417,50,Water Tracks,トルネード竜巻,,2003,JPN,colla disc,,ちょっぴりタイムマシン,
418,51,ナサケモノ,スピッツ,,2016,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
419,51,Semicircle Song,The Go! Team,,2018,UK,Memphis Industries,,,DMPRjK813ME
420,51,Future,Attractions,,2018,JPN,GIMMICK-MAGIC,,,
421,51,アーケード,カネコアヤノ,,2018,JPN,We Are,,,r8BB8wQhtd8
422,51,生活,polly,,2018,JPN,DAIZAWA RECORDS,,,Kzion235n-E
423,51,Nobody,Mitski,,2018,US,Dead Oceans,Patrick Hyland,,qooWnw5rEcI
424,51,漂流劇団,ズーカラデル,,2018,JPN,SPACE SHOWER MUSIC,,,nRhycautvCE
425,51,Apathy,Frankie Cosmos,,2018,US,Sub Pop,,,Vc3JanvAgz8
426,51,あなたはやって来る 〜Dear Santa〜,小谷美紗子,おだにみさこ,1997,JPN,ユニバーサル,,ちょっぴりタイムマシン,
427,52,まもるさん,スピッツ,,2008,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
428,52,そんなヒロシに騙されて,サザンオールスターズ,,1983,JPN,タイシタレーベル,,,
429,52,Buddy Holly,Weezer,,1994,US,DGC,Ric Ocasek,,kemivUKb4f4
430,52,Jeremy,Pearl Jam,,1992,US,Epic,Rick Parashar,,MS91knuzoOA
431,52,TOSHI-LOWさん,キュウソネコカミ,,2017,JPN,Getting Better,,,jSHAEoLBJCU
432,52,Jimmy,The Living End,,2003,AUS,EMI,Mark Trombino,,L2NJ_HJe53s
433,52,Paul,Big Thief,,2016,US,Saddle Creek Records,,,4lu5fA6i6zg
434,52,Hey Joe,The Jimi Hendrix Experience,,1966,US,Polydor,Chas Chandler,,rXwMrBb2x1Q
435,52,Devil’s own,WINO,,1998,JPN,SPEEDSTAR RECORDS,,ちょっぴりタイムマシン,
436,53,コメット,スピッツ,,2016,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
437,53,Sad Am I,Capability Brown,,1973,UK,Charisma,John Mills,,W1AmxqNrLww
438,53,Real Love Guaranteed,The Gods,,1969,UK,Columbia,David Paramor,,SyQOj0EiZIo
439,53,Around The World In Eighty Days,Stray,,1970,UK,Transatlantic Records,,,FZjJYw-RI98
440,53,Magician,Amazing Friendly Apple,,1969,UK,Decca Records,,,BLsZZQzN-m8
441,53,Flying in and Out of Stardom,Baker Gurvitz Army,,1976,UK,Vertigo,Eddy Offord,,LSICBa7vs9Y
442,53,It's What You've Got,Pete Dello And Friends,,1971,UK,See For Miles Records,,,d-Ld5Cd1N7Q
443,53,My White Bicycle,Tomorrow,,1967,UK,Parlophone,Mark Wirtz,,nzULAq6PJ-4
444,53,Automatic Pilot,ウォッカ・コリンズ,,1972,JPN,東芝EMI,,ちょっぴりタイムマシン,LDmEgb2PjeA
445,54,タイムトラベル,スピッツ,,2012,JPN,ユニバーサル,亀田誠治,三輪テツヤ選曲,
446,54,Jump,Aztec Camera,,1985,UK,Sire,Mark Knopfler,三輪テツヤ選曲,4kHbCneNLWE
447,54,Iron Man,The Cardigans,,1996,SWE,Stockholm Mercury,Tore Johansson,三輪テツヤ選曲,U8JHP1wo-R4
448,54,Video Killed The Radio Star,The Presidents Of The United States Of America,,1998,US,Warner Bros.,,三輪テツヤ選曲,wAiGd9nTGmM
449,54,Live and Let Die,Guns N' Roses,,1991,US,Geffen,Mike Clink,三輪テツヤ選曲,6D9vAItORgE
450,54,Superstar,Sonic Youth,,1994,US,A&M,,三輪テツヤ選曲,Y21VecIIdBI
451,54,Mother,Christina Aguilera,,2007,US,Warner Bros.,Linda Perry,三輪テツヤ選曲,KUtqtCCR0cs
452,54,夏の魔物,小島麻由美,こじままゆみ,2002,JPN,Dreamusic,,三輪テツヤ選曲,
453,55,クリスピー,スピッツ,,1993,JPN,ポリドール,笹路正徳,崎山龍男選曲,
454,55,We’re an American Band,Grand Funk Railroad,,1973,US,Capitol Records,Todd Rundgren,崎山龍男選曲,QxNXFNCTr2I
455,55,Smokin' in the Boys Room,Mötley Crüe,,1985,US,Elektra,Tom Werman,崎山龍男選曲,9Hp1Bxko8M8
456,55,Some Skunk Funk (Live 1978),Brecker Brothers,,1978,US,Arista,Randy Brecker,崎山龍男選曲,
457,55,Good Times Bad Times,Led Zeppelin,,1969,UK,Atlantic,,崎山龍男選曲,lsZG7n7ries
458,55,Armed and Ready,Michael Schenker Group,,1980,GER,Chrysalis,Roger Glover,崎山龍男選曲,zZ9VzWEQnIY
459,55,Walking on the Moon,The Police,,1979,UK,A&M,Nigel Gray,崎山龍男選曲,zPwMdZOlPo8
460,55,Heaven,The Groovers,,1989,JPN,アルファレコード,平沢進,崎山龍男選曲,
461,56,ハートが帰らない,スピッツ,,2000,JPN,ポリドール,石田小吉,田村明浩選曲,
462,56,Train in Vain,The Clash,,1980,UK,CBS,Guy Stevens,田村明浩選曲,aUzBgeI5dpc
463,56,I Know What I Want,Cheap Trick,,1979,US,Epic,Tom Werman,田村明浩選曲,6thKHnNZ8pQ
464,56,Gettin' Tighter,Deep Purple,,1975,UK,Purple,Martin Birch,田村明浩選曲,JCh53BTSGuU
465,56,39,Queen,,1975,UK,EMI,Roy Thomas Baker,田村明浩選曲,kE8kGMfXaFU
466,56,かえるの唄,クリープハイプ,,2013,JPN,ビクターエンタテイメント,,田村明浩選曲,
467,56,デッドマンズチェイス (Kameleon Lights Version),go!go!vanillas,,2016,JPN,ビクターエンタテイメント,,田村明浩選曲,
468,56,BYE BYE POPSICLE,L⇔R,,1992,JPN,ポリスター,,田村明浩選曲,
469,57,SUGINAMI MELODY,スピッツ,,2002,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
470,57,カロン,ねごと,,2011,JPN,Ki/oon Records,いしわたり淳治,,9UBvB8joUeE
471,57,オゾンのダンス,たま,,1990,JPN,日本クラウン,,,
472,57,ディスコ,ミツメ,,2012,JPN,mitsume,,,CDVfHCHTbKI
473,57,風の仕業,森は生きている,もりはいきている,2014,JPN,P-VINE,,,
474,57,解,あぶらだこ,,1989,JPN,Wax Records,,,
475,57,メロディ,踊ってばかりの国,おどってばかりのくに,2018,JPN,ツクモガミ,,,IbOb_dB83iw
476,57,少年,黒夢,くろゆめ,1997,JPN,東芝EMI,,,aoWddavMgB8
477,57,HIMITSUスパーク,カラスは真っ白,,2015,JPN,SPACE SHOWER MUSIC,,ちょっぴりタイムマシン,h_26_gR7Vs8
478,58,プール,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
479,58,Like a Daydream,Ride,,1990,UK,Creation,,,8zzo25t_eC8
480,58,Never Understand,The Jesus and Mary Chain,,1985,UK,Blanco y Negro,,,2bzrCCKDwc
481,58,Taste,Ride,,1990,UK,Creation,Marc Waterman,,APqGzOD0fUk
482,58,Paralysed,Ride,,1990,UK,Creation,Marc Waterman,,weQjUYxRv4A
483,58,Cool Your Boots,Ride,,1992,UK,Creation,Alan Moulder,,3aFh4oTmIio
484,58,Charm Assault,Ride,,2017,UK,Wichita Recordings,Erol Alkan,,nW_lRP2RqX8
485,58,UNDER the U.K.,横道坊主,おうどうぼうず,1989,JPN,東芝EMI,,ちょっぴりタイムマシン,1XdcLU9N5AE
486,59,ただ春を待つ,スピッツ,,1998,JPN,ポリドール,棚谷祐一,漫遊前の一曲,
487,59,Into the Arena,Michael Schenker Group,,1980,GER,Chrysalis,Roger Glover,,BWeBbHRKDIk
488,59,Eruption,Van Halen,,1978,US,Warner Bros.,Ted Templeman,,M4Czx8EWXb0
489,59,Lester Leaps In,The Monochrome Set,,1979,UK,Rough Trade,,,ZyWNhgITOZI
490,59,The Hunt,Tommy Emmanuel,,1993,AUS,Columbia,Rick Neigher,,r74uI1pQBsI
491,59,Stratagem,Eric Johnson,,2017,US,Vortexan Music,,放送事故で曲かからず,4S4grLL10UM
492,59,Weiss Heim,Rainbow,,1980,UK,Polydor,,,w-taBiGe21g
493,59,SACRED FIELD,TAK MATSUMOTO,,2002,JPN,Rooms RECORDS,,,
494,59,SAUDADE,高中正義,たかなかまさよし,1982,JPN,Kitty Records,,ちょっぴりタイムマシン,
495,60,Stratagem,Eric Johnson,,2017,US,Vortexan Music,,漫遊前の一曲,4S4grLL10UM
496,60,Beat It,Michael Jackson,,1983,US,Epic,Quincy Jones,,oRdxUFDoQe0
497,60,Dreaming,Blondie,,1979,US,Chrysalis,Mike Chapman,,TU3-lS_Gryk
498,60,A Man I'll Never Be,Boston,,1978,US,Epic,,,gZxP3bMn0as
499,60,One Night Love Affair,Bryan Adams,,1985,CAN,A&M,Bob Clearmountain,,W3SwEZ2WoUA
500,60,I Don't Like Mondays,The Boomtown Rats,,1979,IRE,Ensign,Phil Wainman,,-Kobdb37Cwc
501,60,Air Guitar,McBusted,,2014,UK,Island,,,6mLKQgP8pdM
502,60,LET'S GET TOGETHER,THE RYDERS,,1991,JPN,トイズファクトリー,,ちょっぴりタイムマシン,
503,61,つぐみ,スピッツ,,2010,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,I34Zdec6RWk
504,61,I Was Made for Lovin' You,Kiss,,1979,US,Casablanca,,,12fJAnaif34
505,61,Hungry Heart,Bruce Springsteen,,1980,US,Columbia,John Landau,,boJhWtw-6Gg
506,61,Rock Brigade,Def Leppard,,1980,UK,Vertigo,Tom Allom,,NRYSlLLU0RE
507,61,Tonight,Zaine Griff,,1980,NZ,Automatic,,,guZ1Eam4xSw
508,61,No Strings Attached,Wild Horses,,1980,UK,EMI,Trevor Rabin,,DShRY11q_CI
509,61,Brass in Pocket,The Pretenders,,1979,UK,Real,Chris Thomas,,xjnduGbq6r0
510,61,Wait for Me,Daryl Hall and John Oates,,1979,US,RCA,David Foster,,5zkHLp24Gis
511,61,ロンリー・ハート (Lonely Hearts),Creation,,1981,JPN,東芝EMI,,ちょっぴりタイムマシン,N4gnKRUZKMI
512,62,ヒビスクス,スピッツ,,2016,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
513,62,マリーゴールド,あいみょん,,2018,JPN,unBORDE,,,0xSiBpUdW4E
514,62,New Rose,The Damned,,1976,UK,Stiff,Nick Lowe,,cHvSDCLLFpc
515,62,カトレア,ヨルシカ,,2017,JPN,U&R records,,,
516,62,Fresh As A Daisy,Emitt Rhodes,,1970,US,Dunhill,,,
517,62,Sunflower,Paul Weller,,1993,UK,Go! Discs,,,BeiB9x5XT_0
518,62,ハイビスカスは冬に咲く,チャットモンチー,,2009,JPN,Ki/oon Records,亀田誠治,,
519,62,Jasmine,佐藤聖子,さとうせいこ,1993,JPN,フォーライフ,,ちょっぴりタイムマシン,
520,63,幻のドラゴン,スピッツ,,2010,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
521,63,Fox on the Run,Sweet,,1974,UK,RCA Victor,,,qBdFA6sI6-8
522,63,Little Willy,Sweet,,1972,UK,RCA,Phil Wainman,,NM6I-pmV0RA
523,63,Block Buster!,Sweet,,1973,UK,RCA,Phil Wainman,,Y64211sjSko
524,63,Action,Sweet,,1975,UK,RCA,,,TcQDi6u28VQ
525,63,Lady Starlight,Sweet,,1974,UK,RCA,,,FS4wK0V4OQM
526,63,Love Is Like Oxygen,Sweet,,1977,UK,Polydor,,,tXJ4TZSXtzc
527,63,恋のマジックポーション,すかんち,,1991,JPN,Sony Records,,ちょっぴりタイムマシン,
528,64,オケラ,スピッツ,,2009,JPN,ユニバーサル,,漫遊前の一曲,
529,64,Sunny Day Sunday,センチメンタル・バス,,1999,JPN,エピックレコードジャパン,ホッピー神山,,
530,64,Wild Thing,X,,1984,US,Elektra,,,ro4hdf-Z0fE
531,64,BASEBALL KID'S ROCK,浜田省吾,はまだしょうご,1990,JPN,ソニーレコード,,,
532,64,ダイヤモンドの鷹,竜童組,りゅうどうぐみ,1989,JPN,EPIC SONY,,,
533,64,SKY,MEGA STOPPER,,2005,JPN,JAC POT RECORDS,,,
534,64,Sugar!!,フジファブリック,,2009,JPN,EMIミュージック・ジャパン,亀田誠治,,D0P6kOqLboQ
535,64,We Are the Champion,Queen,,1977,UK,EMI,,,04854XqcfCY
536,64,白いボールのファンタジー,トランザム,,1978,JPN,ビクター,,ちょっぴりタイムマシン,
537,65,雪風,スピッツ,,2015,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,KqJBpisB7lE
538,65,新宝島,サカナクション,,2015,JPN,NF Records,,,
539,65,HONEY DANCE II,KENZI,,1986,JPN,Trip Roll Records,,,
540,65,グロリアス,GLAY,,1996,JPN,プラチナム・レコード,佐久間正英,,6ewGwJ63Nr4
541,65,2月/February,bloodthirsty butchers,,1996,JPN,ベルウッド,,,
542,65,バナナフィッシュの浜辺と黒い虹 with Aimer,Galileo Galilei,,2014,JPN,SME,,,iubApGbf04I
543,65,アニー,ズーカラデル,,2017,JPN,ズーカラデル,,,zSPEdE651y0
544,65,メロディ,sleepy.ab,,2006,JPN,WESS RECORDS,,ちょっぴりタイムマシン,_zrGfQjA830
545,66,トゲトゲの木,スピッツ,,1990,JPN,ミストラル,,漫遊前の一曲,
546,66,遺憾に存じます,植木等,うえきひとし,1965,JPN,東芝レコード,,,
547,66,青森ロック大臣,人間椅子,にんげんいす,1993,JPN,メルダック,,,
548,66,So Said Kayo,The Hit Parade,,1992,UK,ポリスター,Raymond Watts,,
549,66,ふやけた■■,ヒカシュー,,1980,JPN,イーストワールド,近田春夫,,
550,66,スナッキーで踊ろう,海道はじめ,かいどうはじめ,1968,JPN,コロムビア,,,
551,66,デタラメ・マザコン・チェリーボーイ 〜for the movie〜,金玉ガールズ,きんたまがーるす,2008,JPN,デスレコーズ,,,
552,66,ナントカナルシング,ふなっしー,,2016,JPN,ユニバーサル,,,K7lW2MCYUc4
553,66,レッドdeハッスル,大西ユカリと新世界,おおにしゆかりとしんせかい,2003,JPN,SUBSTANCE RECORDS,,ちょっぴりタイムマシン,
554,67,花の写真,スピッツ,,2010,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
555,67,Blowin' Free,Wishbone Ash,,1972,UK,Decca/MCA,Derek Lawrence,,hGXW5d5f-LM
